Accident_ID,Accident Date,Day_of_Week,Junction_Detail,Accident_Injuries,Light_Conditions,death_toll,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Speed_limit,Hour_of_Accident,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901GD10301,2021-06-02,Tuesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Van
200901GD10302,2021-05-28,Thursday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901GD10303,2021-05-14,Thursday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901GD10304,2021-05-30,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Motorcycle
200901GD10306,2021-06-03,Wednesday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901GD10307,2021-06-02,Tuesday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901GD10310,2021-06-01,Monday,T or staggered junction,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,6.0,Urban,Fine no high winds,Van
200901GD10311,2021-06-05,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Van
200901GD10312,2021-05-19,Tuesday,Private drive or entrance,Slight,Daylight,2.0,2.0,Wet or damp,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901GD10313,2021-05-21,Thursday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Van
200901GD10314,2021-05-15,Friday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901GD10315,2021-06-04,Thursday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Car
200901GD10317,2021-06-03,Wednesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901GD10318,2021-06-07,Sunday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901GD10319,2021-06-06,Saturday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Motorcycle
200901GD10320,2021-06-07,Sunday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Wet or damp,Single carriageway,30.0,2.0,Urban,Raining no high winds,Bus
200901GD10321,2021-06-05,Friday,T or staggered junction,Serious,Darkness - lights lit,3.0,1.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Car
200901GD10322,2021-05-13,Wednesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901GD10323,2021-06-11,Thursday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901GD10325,2021-06-12,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901GD10326,2021-06-13,Saturday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Car
200901GD10327,2021-06-14,Sunday,Slip road,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901GD10328,2021-06-12,Friday,Slip road,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901GD10329,2021-06-12,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,One way street,30.0,21.0,Urban,Fine no high winds,Car
200901GD10331,2021-05-18,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901GD10332,2021-05-29,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901GD10333,2021-06-10,Wednesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901GD10334,2021-06-10,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Bus
200901GD10335,2021-06-05,Friday,Not at junction or within 20 metres,Slight,Daylight,3.0,1.0,Wet or damp,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10336,2021-06-09,Tuesday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10337,2021-06-03,Wednesday,T or staggered junction,Serious,Daylight,1.0,1.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10338,2021-05-29,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,One way street,30.0,9.0,Urban,Fine no high winds,Motorcycle
200901GD10339,2021-06-12,Friday,Crossroads,Slight,Daylight,4.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10340,2021-06-10,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10341,2021-06-14,Sunday,Crossroads,Slight,Darkness - lights lit,2.0,2.0,Wet or damp,Single carriageway,30.0,2.0,Urban,Fine no high winds,Motorcycle
200901GD10342,2021-06-10,Wednesday,T or staggered junction,Slight,Daylight,1.0,3.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901GD10343,2021-06-14,Sunday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,3.0,Urban,Fine no high winds,Taxi
200901GD10344,2021-06-03,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Motorcycle
200901GD10345,2021-06-05,Friday,Not at junction or within 20 metres,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine + high winds,Car
200901GD10346,2021-06-17,Wednesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901GD10347,2021-06-08,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901GD10348,2021-06-13,Saturday,Not at junction or within 20 metres,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901GD10349,2021-06-18,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10351,2021-06-14,Sunday,Not at junction or within 20 metres,Slight,Daylight,1.0,3.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Motorcycle
200901GD10352,2021-06-05,Friday,Other junction,Serious,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,3.0,Urban,Fine no high winds,Car
200901GD10353,2021-05-30,Saturday,Not at junction or within 20 metres,Slight,Darkness - lights lit,3.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Car
200901GD10354,2021-06-11,Thursday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901GD10355,2021-06-21,Sunday,T or staggered junction,Serious,Daylight,1.0,1.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901GD10356,2021-06-21,Sunday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901GD10358,2021-06-12,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901GD10359,2021-06-19,Friday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10360,2021-06-20,Saturday,Crossroads,Slight,Daylight,1.0,3.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901GD10363,2021-06-19,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901GD10364,2021-06-15,Monday,Crossroads,Serious,Darkness - lights lit,1.0,2.0,Dry,Dual carriageway,30.0,23.0,Urban,Fine no high winds,Car
200901GD10365,2021-06-25,Thursday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Motorcycle
200901GD10367,2021-06-23,Tuesday,Crossroads,Serious,Daylight,2.0,1.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Bus
200901GD10368,2021-06-23,Tuesday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901GD10369,2021-06-17,Wednesday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Car
200901GD10371,2021-06-17,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10373,2021-06-19,Friday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,6.0,Urban,Fine no high winds,Other
200901GD10374,2021-06-28,Sunday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Other
200901GD10376,2021-06-28,Sunday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Motorcycle
200901GD10377,2021-06-28,Sunday,Crossroads,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,14.0,Urban,Raining no high winds,Motorcycle
200901GD10379,2021-06-18,Thursday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Dual carriageway,50.0,19.0,Urban,Fine no high winds,Van
200901GD10384,2021-07-01,Wednesday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Other
200901GD10385,2021-06-27,Saturday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901GD10386,2021-06-19,Friday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901GD10388,2021-06-13,Saturday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901GD10389,2021-07-05,Sunday,Not at junction or within 20 metres,Serious,Daylight,1.0,1.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901GD10390,2021-07-03,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901GD10391,2021-07-04,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Motorcycle
200901GD10393,2021-06-21,Sunday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Other
200901GD10394,2021-07-06,Monday,Crossroads,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,12.0,Urban,Raining no high winds,Motorcycle
200901GD10395,2021-06-09,Tuesday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901GD10397,2021-07-02,Thursday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901GD10398,2021-07-04,Saturday,T or staggered junction,Serious,Darkness - lights lit,2.0,2.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Car
200901GD10399,2021-06-25,Thursday,T or staggered junction,Slight,Daylight,2.0,1.0,Dry,One way street,30.0,19.0,Urban,Fine no high winds,Car
200901GD10400,2021-07-02,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901GD10402,2021-07-08,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Bus
200901GD10403,2021-07-10,Friday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,1.0,Urban,Fine no high winds,Car
200901GD10404,2021-06-15,Monday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Other
200901GD10405,2021-07-10,Friday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Car
200901GD10407,2021-06-30,Tuesday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Van
200901GD10408,2021-07-13,Monday,Not at junction or within 20 metres,Slight,Daylight,2.0,1.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Motorcycle
200901GD10409,2021-07-05,Sunday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10410,2021-07-08,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,8.0,Urban,Fine no high winds,Motorcycle
200901GD10411,2021-07-08,Wednesday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Car
200901GD10412,2021-07-07,Tuesday,Slip road,Serious,Darkness - lights lit,1.0,1.0,Wet or damp,Single carriageway,30.0,23.0,Urban,Raining no high winds,Car
200901GD10413,2021-07-07,Tuesday,T or staggered junction,Serious,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,18.0,Urban,Raining no high winds,Car
200901GD10414,2021-07-10,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10416,2021-07-07,Tuesday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901GD10418,2021-07-14,Tuesday,T or staggered junction,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Van
200901GD10421,2021-07-14,Tuesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10422,2021-07-13,Monday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Car
200901GD10423,2021-07-10,Friday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Van
200901GD10425,2021-07-15,Wednesday,T or staggered junction,Slight,Darkness - lights lit,2.0,8.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Car
200901GD10426,2021-07-17,Friday,Crossroads,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10428,2021-07-17,Friday,T or staggered junction,Slight,Daylight,1.0,1.0,Wet or damp,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901GD10429,2021-07-18,Saturday,Crossroads,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,19.0,Urban,Raining no high winds,Car
200901GD10430,2021-07-02,Thursday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Car
200901GD10431,2021-07-10,Friday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901GD10433,2021-07-16,Thursday,More than 4 arms (not roundabout),Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,23.0,Urban,Raining no high winds,Car
200901GD10434,2021-07-15,Wednesday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Motorcycle
200901GD10435,2021-07-15,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,7.0,Urban,Raining no high winds,Car
200901GD10438,2021-07-23,Thursday,Crossroads,Serious,Daylight,2.0,2.0,Dry,Single carriageway,30.0,5.0,Urban,Fine no high winds,Car
200901GD10439,2021-07-22,Wednesday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Van
200901GD10441,2021-07-13,Monday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10442,2021-07-07,Tuesday,Roundabout,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10443,2021-07-06,Monday,T or staggered junction,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Van
200901GD10444,2021-07-03,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Car
200901GD10446,2021-07-20,Monday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901GD10447,2021-07-22,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901GD10448,2021-07-23,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901GD10449,2021-07-20,Monday,T or staggered junction,Slight,Darkness - lights lit,2.0,2.0,Dry,Single carriageway,30.0,0.0,Urban,Fine no high winds,Car
200901GD10450,2021-06-18,Thursday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901GD10451,2021-07-19,Sunday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Dry,Dual carriageway,30.0,1.0,Urban,Fine no high winds,Van
200901GD10453,2021-07-17,Friday,Not at junction or within 20 metres,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901GD10454,2021-07-14,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10455,2021-07-24,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Motorcycle
200901GD10456,2021-07-21,Tuesday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901GD10457,2021-07-22,Wednesday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901GD10458,2021-07-29,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901GD10459,2021-07-20,Monday,T or staggered junction,Slight,Daylight,3.0,1.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10460,2021-07-29,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901GD10464,2021-07-25,Saturday,T or staggered junction,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10465,2021-07-27,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10466,2021-07-31,Friday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10467,2021-08-01,Saturday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901GD10468,2021-08-03,Monday,Crossroads,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Van
200901GD10470,2021-07-28,Tuesday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Motorcycle
200901GD10471,2021-07-29,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Motorcycle
200901GD10472,2021-07-31,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10474,2021-07-30,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901GD10476,2021-08-01,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901GD10478,2021-08-01,Saturday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
